Geneid	JH01_A01	JH01_A02	JH01_A03	JH01_A04	JH01_A05	JH01_A06	JH02_A01	JH02_A02	JH02_A03	JH02_A04	JH02_A05	JH02_A06	JH01_B01	JH01_B02	JH01_B03	JH01_B04	JH01_B05	JH01_B06	JH02_B01	JH02_B02	JH02_B03	JH02_B04	JH02_B05	JH02_B06	JH01_C01	JH01_C02	JH01_C03	JH01_C04	JH01_C05	JH01_C06	JH02_C01	JH02_C02	JH02_C03	JH02_C04	JH02_C05	JH02_C06
AS_IGR:(CDS,b4175,hflC,HflB_protease_modulator_specific_for_phage_lambda_cII_repressor,cds4093,+,1004/CDS,b4176,yjeT,DUF2065_family_protein,cds4094,+,197):+:30:NC_000913.3	21	10	6	4	6	14	29	33	36	10	7	12	27	4	5	9	18	14	30	14	23	5	3	7	17	11	22	7	12	11	40	11	7	7	4	6
CDS:b4176:yjeT:DUF2065_family_protein:cds4094:+:197:NC_000913.3	295	132	197	186	223	350	459	395	428	290	297	316	564	153	362	282	498	440	570	348	336	235	126	261	142	285	426	124	180	390	433	205	132	292	180	181
AS_CDS:b4176:yjeT:DUF2065_family_protein:cds4094:+:197:NC_000913.3	140	58	62	26	35	73	214	238	225	81	43	71	175	26	21	73	102	82	203	89	116	34	18	36	89	79	153	41	71	61	241	58	47	57	22	39
IGR:(CDS,b4176,yjeT,DUF2065_family_protein,cds4094,+,197/CDS,b4177,purA,adenylosuccinate_synthetase,cds4095,+,1298):+:52:NC_000913.3	29	22	24	18	12	26	55	56	75	42	40	42	52	15	33	18	33	25	62	37	44	31	16	24	22	50	107	16	15	38	65	21	40	53	34	31
AS_IGR:(CDS,b4176,yjeT,DUF2065_family_protein,cds4094,+,197/CDS,b4177,purA,adenylosuccinate_synthetase,cds4095,+,1298):+:52:NC_000913.3	3	0	0	0	0	0	2	0	0	0	0	0	2	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	2	0
CDS:b4177:purA:adenylosuccinate_synthetase:cds4095:+:1298:NC_000913.3	10444	6300	9696	14702	5131	10699	14455	18587	28999	23216	15131	26261	12960	6397	12176	13985	14139	11883	12554	17762	31209	27806	7170	21615	6385	14305	30224	5172	5086	15552	12388	7953	10511	20382	17810	10894
AS_CDS:b4177:purA:adenylosuccinate_synthetase:cds4095:+:1298:NC_000913.3	8	4	65	9	21	82	41	66	80	23	65	19	44	9	9	44	102	38	68	27	52	15	11	31	26	12	36	9	36	75	57	13	9	45	26	39
IGR:(CDS,b4177,purA,adenylosuccinate_synthetase,cds4095,+,1298/CDS,b4178,nsrR,nitric_oxide-sensitive_repressor_for_NO_regulon,cds4096,+,425):+:153:NC_000913.3	2258	887	1442	1505	847	1885	2941	2638	3357	1861	2124	3784	3460	943	1742	2493	2489	2191	3228	2486	3912	4585	917	2902	1315	1732	2376	868	891	2841	2540	1122	915	2740	2502	1182
AS_IGR:(CDS,b4177,purA,adenylosuccinate_synthetase,cds4095,+,1298/CDS,b4178,nsrR,nitric_oxide-sensitive_repressor_for_NO_regulon,cds4096,+,425):+:153:NC_000913.3	11	0	10	4	14	24	5	23	27	8	12	8	7	1	0	14	33	21	7	9	9	3	3	18	8	19	3	15	11	52	11	9	4	14	7	11
CDS:b4178:nsrR:nitric_oxide-sensitive_repressor_for_NO_regulon:cds4096:+:425:NC_000913.3	2270	749	1023	574	435	803	3354	2460	2653	885	880	979	4728	418	901	698	1362	908	4665	1577	1832	716	455	648	1639	1010	1360	323	516	1314	3353	447	397	1154	623	601
AS_CDS:b4178:nsrR:nitric_oxide-sensitive_repressor_for_NO_regulon:cds4096:+:425:NC_000913.3	6	0	11	7	6	14	8	16	20	12	0	1	5	3	2	9	23	20	6	5	7	4	2	3	7	7	10	12	1	14	7	5	0	8	0	0
CDS:b4179:rnr:exoribonuclease_R%2C_RNase_R:cds4097:+:2441:NC_000913.3	2706	1213	2144	2143	1656	3702	4962	4270	3854	2868	2490	4024	4914	1111	2173	3330	4887	3294	4314	2816	3915	2956	1483	3257	1497	1788	2974	1008	1756	4052	2885	861	956	2625	2381	2543
AS_CDS:b4179:rnr:exoribonuclease_R%2C_RNase_R:cds4097:+:2441:NC_000913.3	43	37	58	53	56	92	80	200	122	86	128	117	77	26	39	50	99	75	90	96	126	74	27	44	77	38	121	22	51	130	65	16	83	107	69	54
IGR:(CDS,b4179,rnr,exoribonuclease_R%2C_RNase_R,cds4097,+,2441/CDS,b4180,rlmB,23S_rRNA_mG2251_2'-O-ribose_methyltransferase%2C_SAM-dependent,cds4098,+,731):+:128:NC_000913.3	110	56	76	105	88	180	131	231	202	139	106	198	157	43	103	177	237	227	153	153	153	165	56	160	63	72	140	27	106	196	93	41	71	157	115	115
AS_IGR:(CDS,b4179,rnr,exoribonuclease_R%2C_RNase_R,cds4097,+,2441/CDS,b4180,rlmB,23S_rRNA_mG2251_2'-O-ribose_methyltransferase%2C_SAM-dependent,cds4098,+,731):+:128:NC_000913.3	3	1	6	3	0	6	11	7	15	15	4	17	5	0	1	9	3	10	10	8	16	3	2	5	6	4	18	2	6	8	7	1	7	9	10	1
CDS:b4180:rlmB:23S_rRNA_mG2251_2'-O-ribose_methyltransferase%2C_SAM-dependent:cds4098:+:731:NC_000913.3	780	520	583	408	324	805	1016	1526	1045	562	606	772	1228	433	499	678	649	591	975	941	765	641	218	566	444	555	766	229	389	646	708	415	214	503	563	492
AS_CDS:b4180:rlmB:23S_rRNA_mG2251_2'-O-ribose_methyltransferase%2C_SAM-dependent:cds4098:+:731:NC_000913.3	76	37	58	27	21	51	96	99	131	106	67	42	98	9	50	34	24	51	118	50	78	52	10	29	50	35	119	18	38	31	100	19	55	47	47	24
IGR:(CDS,b4180,rlmB,23S_rRNA_mG2251_2'-O-ribose_methyltransferase%2C_SAM-dependent,cds4098,+,731/CDS,b4181,yjfI,DUF2170_family_protein,cds4099,+,401):+:75:NC_000913.3	67	48	39	30	24	54	82	117	75	42	50	43	108	29	23	41	29	39	55	71	50	42	9	26	41	42	69	17	26	33	77	37	15	32	44	25
AS_IGR:(CDS,b4180,rlmB,23S_rRNA_mG2251_2'-O-ribose_methyltransferase%2C_SAM-dependent,cds4098,+,731/CDS,b4181,yjfI,DUF2170_family_protein,cds4099,+,401):+:75:NC_000913.3	0	0	1	0	2	1	4	2	2	0	0	1	2	0	1	0	3	5	4	0	0	1	0	2	1	0	0	0	0	2	0	0	0	2	0	1
CDS:b4181:yjfI:DUF2170_family_protein:cds4099:+:401:NC_000913.3	16	14	5	11	1	6	18	40	16	13	11	14	22	1	16	5	6	5	31	19	35	16	4	6	14	14	21	11	4	13	6	10	16	19	17	18
AS_CDS:b4181:yjfI:DUF2170_family_protein:cds4099:+:401:NC_000913.3	2	0	1	0	1	0	3	7	1	4	6	5	2	0	0	1	2	7	7	0	0	1	0	1	0	0	0	0	0	3	0	1	0	0	0	0
CDS:b4182:yjfJ:PspA/IM30_family_protein:cds4100:+:698:NC_000913.3	22	10	37	14	5	9	48	44	31	37	23	17	27	25	8	22	23	15	25	36	29	27	8	7	10	18	41	0	5	2	30	5	13	15	16	36
AS_CDS:b4182:yjfJ:PspA/IM30_family_protein:cds4100:+:698:NC_000913.3	3	0	6	2	0	2	5	6	16	14	4	9	4	0	1	0	13	10	5	3	6	5	0	0	12	4	31	8	10	39	6	10	0	3	0	6
CDS:b4183:yjfK:DUF2491_family_protein:cds4101:+:659:NC_000913.3	95	24	39	44	27	60	46	136	187	88	72	48	58	32	43	25	47	38	115	41	73	37	12	35	35	46	71	12	37	79	65	28	30	114	51	24
AS_CDS:b4183:yjfK:DUF2491_family_protein:cds4101:+:659:NC_000913.3	13	6	9	3	2	9	28	41	60	11	11	17	25	0	20	0	6	12	31	17	22	16	4	7	12	8	34	2	6	22	50	7	9	11	12	18
CDS:b4184:yjfL:UPF0719_family_inner_membrane_protein:cds4102:+:398:NC_000913.3	11	1	4	4	1	8	9	12	1	4	10	5	23	1	12	10	7	4	18	12	6	3	3	4	3	4	1	12	11	8	20	2	0	6	0	5
AS_CDS:b4184:yjfL:UPF0719_family_inner_membrane_protein:cds4102:+:398:NC_000913.3	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0
CDS:b4185:yjfM:DUF1190_family_protein:cds4103:+:638:NC_000913.3	12	19	15	6	6	8	13	17	27	32	24	14	26	13	16	11	20	6	44	19	19	9	3	12	15	16	27	23	16	28	34	4	5	42	9	18
AS_CDS:b4185:yjfM:DUF1190_family_protein:cds4103:+:638:NC_000913.3	1	0	2	0	0	7	0	0	5	1	0	3	1	0	0	0	0	10	0	8	2	0	3	0	7	3	3	0	0	0	3	0	0	6	0	0
CDS:b4186:yjfC:ATP-Grasp_family_ATPase:cds4104:+:1163:NC_000913.3	26	7	30	32	37	85	56	108	65	65	34	62	25	19	32	45	91	59	37	40	62	29	12	37	12	14	64	38	35	97	34	18	25	86	10	74
AS_CDS:b4186:yjfC:ATP-Grasp_family_ATPase:cds4104:+:1163:NC_000913.3	38	38	27	17	11	4	68	113	100	76	31	46	52	17	34	23	35	25	97	56	44	29	32	24	29	39	107	12	11	21	104	14	25	52	22	29
IGR:(CDS,b4186,yjfC,ATP-Grasp_family_ATPase,cds4104,+,1163/CDS,b4187,aidB,DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase,cds4105,+,1625):+:32:NC_000913.3	1	1	1	2	3	20	1	4	2	3	0	0	2	0	1	2	8	23	2	2	1	0	1	3	1	2	2	1	9	50	1	0	1	0	0	0
AS_IGR:(CDS,b4186,yjfC,ATP-Grasp_family_ATPase,cds4104,+,1163/CDS,b4187,aidB,DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase,cds4105,+,1625):+:32:NC_000913.3	0	0	0	2	0	0	2	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
CDS:b4187:aidB:DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase:cds4105:+:1625:NC_000913.3	25	48	73	179	736	5582	77	165	142	147	69	100	42	34	90	685	2999	6585	50	94	88	112	35	69	47	71	206	427	1899	9275	68	33	43	113	82	96
AS_CDS:b4187:aidB:DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase:cds4105:+:1625:NC_000913.3	10	55	157	172	70	121	63	215	317	210	117	204	13	36	177	241	485	175	19	148	394	209	97	113	68	35	247	143	100	345	23	44	53	159	71	65
IGR:(CDS,b4187,aidB,DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase,cds4105,+,1625/CDS,b4188,yjfN,DUF1471_family_periplasmic_protein,cds4106,-,275):+:55:NC_000913.3	5	3	11	10	26	97	8	22	34	19	8	8	4	4	11	28	124	129	11	13	27	15	7	14	6	10	26	23	53	235	4	2	1	17	7	6
AS_IGR:(CDS,b4187,aidB,DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase,cds4105,+,1625/CDS,b4188,yjfN,DUF1471_family_periplasmic_protein,cds4106,-,275):+:55:NC_000913.3	6	69	236	169	168	203	41	339	518	289	220	278	15	42	219	283	674	279	28	166	496	293	156	201	93	30	284	132	122	454	22	33	45	205	109	124
CDS:b4188:yjfN:DUF1471_family_periplasmic_protein:cds4106:-:275:NC_000913.3	37	616	2285	1561	1559	2371	294	3689	6032	2947	2210	2644	206	431	2393	2751	6701	2846	487	1845	5652	2858	1437	2089	971	295	3091	1176	1104	4280	265	174	504	2186	1085	1606
AS_CDS:b4188:yjfN:DUF1471_family_periplasmic_protein:cds4106:-:275:NC_000913.3	51	28	86	49	93	418	111	157	212	91	71	57	67	24	87	99	356	374	115	118	174	69	59	63	59	60	232	103	204	815	71	6	27	108	66	84
IGR:(CDS,b4188,yjfN,DUF1471_family_periplasmic_protein,cds4106,-,275/CDS,b4189,bsmA,bioflm_peroxide_resistance_protein,cds4107,-,329):+:97:NC_000913.3	3	13	31	23	30	57	13	56	86	35	56	28	21	3	34	57	136	79	16	34	63	62	20	29	27	2	47	37	59	162	9	1	11	62	24	36
AS_IGR:(CDS,b4188,yjfN,DUF1471_family_periplasmic_protein,cds4106,-,275/CDS,b4189,bsmA,bioflm_peroxide_resistance_protein,cds4107,-,329):+:97:NC_000913.3	38	412	1778	1124	1379	2058	201	2756	4173	1804	1824	1844	162	303	1575	2055	4810	2312	367	1428	3569	2289	1141	1417	608	177	2191	912	1002	3050	191	115	403	1743	758	1197
CDS:b4189:bsmA:bioflm_peroxide_resistance_protein:cds4107:-:329:NC_000913.3	395	3233	11572	7972	14338	18252	2449	22108	28222	13002	15962	15225	1510	2417	10370	15778	36748	20526	2821	9209	21703	19362	8284	11020	4597	1314	16717	7889	8751	25747	2428	1396	4422	14463	7424	8509
AS_CDS:b4189:bsmA:bioflm_peroxide_resistance_protein:cds4107:-:329:NC_000913.3	17	44	75	66	99	189	60	152	219	101	126	140	52	19	97	158	367	248	41	80	233	205	81	116	82	30	222	135	116	421	59	27	95	217	124	104
IGR:(CDS,b4189,bsmA,bioflm_peroxide_resistance_protein,cds4107,-,329/CDS,b4190,yjfP,acyl_CoA_esterase,cds4108,+,749):+:140:NC_000913.3	1	1	2	5	1	4	1	1	11	1	1	6	9	1	2	2	6	8	2	6	1	1	3	2	2	1	0	3	0	2	8	0	6	5	0	0
AS_IGR:(CDS,b4189,bsmA,bioflm_peroxide_resistance_protein,cds4107,-,329/CDS,b4190,yjfP,acyl_CoA_esterase,cds4108,+,749):+:140:NC_000913.3	15	16	53	50	98	137	41	123	178	72	71	80	29	17	53	74	226	123	33	59	115	100	45	59	36	14	124	43	50	159	41	19	47	93	49	34
CDS:b4190:yjfP:acyl_CoA_esterase:cds4108:+:749:NC_000913.3	71	73	177	164	84	280	159	432	384	244	143	239	93	73	132	250	253	258	75	266	302	240	109	194	131	84	167	116	109	288	76	35	60	211	198	130
AS_CDS:b4190:yjfP:acyl_CoA_esterase:cds4108:+:749:NC_000913.3	190	69	155	262	73	177	242	364	639	281	172	272	225	80	156	173	272	192	273	175	450	227	138	226	151	145	401	81	115	243	224	91	169	212	159	207
CDS:b4191:ulaR:transcriptional_repressor_for_the_L-ascorbate_utilization_divergent_operon:cds4109:-:755:NC_000913.3	179	96	217	262	108	171	320	424	660	418	288	332	294	91	229	233	280	256	351	334	656	418	149	346	266	169	460	121	194	295	347	166	242	239	234	287
AS_CDS:b4191:ulaR:transcriptional_repressor_for_the_L-ascorbate_utilization_divergent_operon:cds4109:-:755:NC_000913.3	90	28	125	73	72	137	123	229	258	150	86	155	68	35	97	129	213	154	124	141	226	142	77	106	99	36	214	81	54	148	129	19	65	108	109	88
IGR:(CDS,b4191,ulaR,transcriptional_repressor_for_the_L-ascorbate_utilization_divergent_operon,cds4109,-,755/CDS,b4192,ulaG,L-ascorbate_6-phosphate_lactonase,cds4110,-,1064):+:56:NC_000913.3	2	0	2	0	0	1	2	9	3	2	1	1	2	0	1	1	2	0	1	2	4	1	1	0	3	2	5	0	0	1	1	0	1	1	0	0
AS_IGR:(CDS,b4191,ulaR,transcriptional_repressor_for_the_L-ascorbate_utilization_divergent_operon,cds4109,-,755/CDS,b4192,ulaG,L-ascorbate_6-phosphate_lactonase,cds4110,-,1064):+:56:NC_000913.3	5	4	8	7	5	6	8	12	13	11	11	16	6	4	6	8	8	7	7	7	12	14	1	9	9	4	14	5	2	5	3	5	5	13	12	7
CDS:b4192:ulaG:L-ascorbate_6-phosphate_lactonase:cds4110:-:1064:NC_000913.3	58	51	126	65	103	125	93	185	193	125	141	218	83	44	102	153	127	118	55	171	139	184	62	166	54	52	135	53	22	111	63	34	61	177	112	130
AS_CDS:b4192:ulaG:L-ascorbate_6-phosphate_lactonase:cds4110:-:1064:NC_000913.3	31	3	17	7	19	26	27	54	24	41	8	24	37	1	10	12	14	13	31	30	56	19	3	3	23	36	66	2	9	30	34	5	19	8	11	14
IGR:(CDS,b4192,ulaG,L-ascorbate_6-phosphate_lactonase,cds4110,-,1064/CDS,b4193,ulaA,L-ascorbate-specific_enzyme_IIC_permease_component_of_PTS,cds4111,+,1397):+:313:NC_000913.3	0	3	7	1	2	2	2	9	9	6	6	1	2	1	0	3	4	0	13	1	4	3	0	0	8	8	12	0	3	1	10	0	12	0	5	2
AS_IGR:(CDS,b4192,ulaG,L-ascorbate_6-phosphate_lactonase,cds4110,-,1064/CDS,b4193,ulaA,L-ascorbate-specific_enzyme_IIC_permease_component_of_PTS,cds4111,+,1397):+:313:NC_000913.3	6	5	2	14	3	0	12	9	7	4	7	1	27	9	6	1	0	1	12	3	17	6	2	8	7	1	24	4	7	2	23	1	3	2	4	2
CDS:b4193:ulaA:L-ascorbate-specific_enzyme_IIC_permease_component_of_PTS:cds4111:+:1397:NC_000913.3	33	33	137	71	34	63	20	183	196	65	85	174	31	21	62	97	136	70	16	72	130	141	65	166	64	28	104	46	44	135	29	13	51	113	79	187
AS_CDS:b4193:ulaA:L-ascorbate-specific_enzyme_IIC_permease_component_of_PTS:cds4111:+:1397:NC_000913.3	32	9	6	10	6	7	15	47	38	19	13	8	18	16	21	1	23	9	25	20	35	12	6	5	4	5	37	7	5	11	27	8	6	39	3	1
CDS:b4194:ulaB:L-ascorbate-specific_enzyme_IIB_component_of_PTS:cds4112:+:305:NC_000913.3	10	0	28	5	9	20	3	29	37	15	35	60	8	9	28	43	38	22	2	15	28	39	21	53	13	13	21	10	7	42	0	18	11	12	38	36
AS_CDS:b4194:ulaB:L-ascorbate-specific_enzyme_IIB_component_of_PTS:cds4112:+:305:NC_000913.3	0	2	1	1	3	4	0	3	4	1	9	0	2	4	1	4	0	2	1	2	5	0	3	2	1	4	0	5	0	0	2	3	3	0	1	0
CDS:b4195:ulaC:L-ascorbate-specific_enzyme_IIA_component_of_PTS:cds4113:+:464:NC_000913.3	19	15	41	41	17	47	14	53	44	15	74	120	10	9	30	68	89	45	8	47	36	66	44	94	16	19	26	10	15	49	8	1	15	57	67	98
AS_CDS:b4195:ulaC:L-ascorbate-specific_enzyme_IIA_component_of_PTS:cds4113:+:464:NC_000913.3	0	5	9	11	5	9	9	14	5	5	12	3	15	1	8	11	8	7	15	5	19	17	1	19	2	8	16	0	0	7	12	5	8	3	3	2
CDS:b4196:ulaD:3-keto-L-gulonate_6-phosphate_decarboxylase:cds4114:+:650:NC_000913.3	25	17	53	42	34	80	37	100	64	51	95	121	34	8	57	105	89	70	26	53	68	98	60	120	35	16	82	40	22	67	33	9	25	77	107	121
AS_CDS:b4196:ulaD:3-keto-L-gulonate_6-phosphate_decarboxylase:cds4114:+:650:NC_000913.3	5	0	0	0	0	0	2	7	1	0	1	0	7	3	1	0	0	1	5	6	2	1	0	3	0	3	12	0	0	1	3	0	5	8	0	0
CDS:b4197:ulaE:L-xylulose_5-phosphate_3-epimerase:cds4115:+:854:NC_000913.3	32	13	33	43	24	67	24	75	58	17	63	90	30	16	44	66	83	47	25	85	37	110	36	108	24	24	43	13	25	68	22	12	12	68	128	110
AS_CDS:b4197:ulaE:L-xylulose_5-phosphate_3-epimerase:cds4115:+:854:NC_000913.3	5	0	0	8	0	0	1	0	9	6	1	5	7	0	0	0	0	0	9	11	10	0	0	0	5	0	5	0	1	0	6	0	0	0	0	0
CDS:b4198:ulaF:L-ribulose_5-phosphate_4-epimerase:cds4116:+:686:NC_000913.3	21	49	93	61	57	81	28	80	66	33	120	174	61	39	86	74	111	59	26	35	53	119	34	116	37	41	63	35	33	69	21	34	60	72	145	93
AS_CDS:b4198:ulaF:L-ribulose_5-phosphate_4-epimerase:cds4116:+:686:NC_000913.3	12	6	5	2	0	3	18	7	12	0	0	4	6	4	13	1	4	8	16	3	9	0	0	0	2	0	17	2	8	5	31	0	2	0	0	11
IGR:(CDS,b4198,ulaF,L-ribulose_5-phosphate_4-epimerase,cds4116,+,686/CDS,b4199,yjfY,YhcN_family_protein%2C_periplasmic,cds4117,-,275):+:68:NC_000913.3	3	15	19	25	22	49	9	29	20	10	38	46	21	14	16	28	37	24	9	17	11	26	10	27	7	21	29	21	17	31	14	10	29	35	42	29
AS_IGR:(CDS,b4198,ulaF,L-ribulose_5-phosphate_4-epimerase,cds4116,+,686/CDS,b4199,yjfY,YhcN_family_protein%2C_periplasmic,cds4117,-,275):+:68:NC_000913.3	5	6	5	10	26	68	8	25	21	5	10	19	7	9	3	17	38	45	13	7	7	6	0	5	7	3	14	17	21	96	27	3	8	8	12	6
CDS:b4199:yjfY:YhcN_family_protein%2C_periplasmic:cds4117:-:275:NC_000913.3	22	23	31	57	188	463	43	88	110	32	38	99	28	29	20	131	336	438	46	27	39	39	5	34	28	12	92	131	148	720	104	28	25	50	72	46
AS_CDS:b4199:yjfY:YhcN_family_protein%2C_periplasmic:cds4117:-:275:NC_000913.3	5	15	18	13	9	33	22	30	23	17	21	20	40	6	11	22	20	15	17	22	7	17	6	22	13	13	34	10	18	18	9	6	12	16	21	13
IGR:(CDS,b4199,yjfY,YhcN_family_protein%2C_periplasmic,cds4117,-,275/CDS,b4200,rpsF,30S_ribosomal_subunit_protein_S6,cds4118,+,395):+:285:NC_000913.3	4305	1242	1148	822	425	642	6185	3224	4478	985	1007	492	5110	941	1825	400	691	530	5908	3530	4122	1203	357	401	1421	2271	1987	283	292	589	4635	1428	929	761	321	200
AS_IGR:(CDS,b4199,yjfY,YhcN_family_protein%2C_periplasmic,cds4117,-,275/CDS,b4200,rpsF,30S_ribosomal_subunit_protein_S6,cds4118,+,395):+:285:NC_000913.3	11	0	3	5	9	25	19	23	14	5	1	4	6	4	2	20	49	34	17	0	1	2	1	3	0	5	2	25	9	56	2	2	0	1	5	12
CDS:b4200:rpsF:30S_ribosomal_subunit_protein_S6:cds4118:+:395:NC_000913.3	31007	8069	7733	4995	2371	4202	43253	18740	30117	7183	6946	3915	39403	7193	13804	2568	4993	3671	42951	30322	35492	10606	2639	3340	11072	17416	13910	1537	1693	3773	31160	10292	4984	5775	2504	1955
AS_CDS:b4200:rpsF:30S_ribosomal_subunit_protein_S6:cds4118:+:395:NC_000913.3	0	0	0	1	4	10	0	6	4	0	1	2	1	0	1	6	9	2	0	0	1	2	4	5	0	0	2	0	3	14	0	0	0	0	0	1
CDS:b4201:priB:primosomal_protein_N:cds4119:+:314:NC_000913.3	16404	4145	3923	2550	1345	2304	22779	9645	16336	4119	4065	2246	23294	4055	7651	1703	3219	2111	23542	16690	20264	6163	1576	2019	6297	8721	7760	914	920	2063	16755	5066	2672	3264	1533	1256
AS_CDS:b4201:priB:primosomal_protein_N:cds4119:+:314:NC_000913.3	3	0	5	13	13	18	19	47	60	35	24	25	3	4	14	12	45	37	7	7	31	28	15	26	7	6	20	5	21	53	8	2	5	11	22	23
CDS:b4202:rpsR:30S_ribosomal_subunit_protein_S18:cds4120:+:227:NC_000913.3	13605	3559	3322	2044	960	1704	18735	7935	14978	3467	2890	2130	17382	2977	5938	1192	2821	1680	17699	13707	17714	4441	1163	1580	5730	7692	6234	738	776	1883	14699	4221	2025	2496	1311	1209
AS_CDS:b4202:rpsR:30S_ribosomal_subunit_protein_S18:cds4120:+:227:NC_000913.3	7	0	11	27	25	27	37	54	65	50	44	78	9	4	8	36	74	58	23	12	41	38	15	37	24	2	51	11	25	66	13	8	14	51	51	39
CDS:b4203:rplI:50S_ribosomal_subunit_protein_L9:cds4121:+:449:NC_000913.3	32023	7316	7318	5121	3149	4635	39580	20528	37620	8691	8211	4671	52611	8191	16514	3550	7740	5108	60726	27773	39544	12190	2698	4299	12471	16002	13426	1601	1602	4907	34745	8876	4752	5762	2745	2306
AS_CDS:b4203:rplI:50S_ribosomal_subunit_protein_L9:cds4121:+:449:NC_000913.3	1	1	1	4	3	4	1	8	5	1	4	8	5	0	0	9	8	6	5	2	3	1	0	3	7	1	4	4	2	9	7	1	2	6	6	8
IGR:(CDS,b4203,rplI,50S_ribosomal_subunit_protein_L9,cds4121,+,449/CDS,b4204,yjfZ,uncharacterized_protein,cds4122,-,794):+:9:NC_000913.3	644	129	141	109	72	99	718	419	801	187	171	97	1213	180	350	78	169	112	1385	496	756	252	53	89	278	304	295	38	35	110	841	177	105	129	54	51
AS_IGR:(CDS,b4203,rplI,50S_ribosomal_subunit_protein_L9,cds4121,+,449/CDS,b4204,yjfZ,uncharacterized_protein,cds4122,-,794):+:9:NC_000913.3	1	1	1	1	0	0	0	3	1	0	0	0	4	0	0	1	0	0	2	1	1	0	0	1	0	1	0	1	0	1	5	1	0	0	0	0
CDS:b4204:yjfZ:uncharacterized_protein:cds4122:-:794:NC_000913.3	122	48	27	57	16	23	99	160	162	11	35	43	258	14	40	45	39	41	217	84	84	44	7	18	61	50	84	22	30	38	235	50	38	39	23	40
AS_CDS:b4204:yjfZ:uncharacterized_protein:cds4122:-:794:NC_000913.3	3428	690	740	555	359	474	3863	2138	4023	919	853	476	6499	917	1765	397	854	557	7339	2451	3806	1247	255	433	1432	1631	1546	184	174	559	4491	902	539	680	264	272
IGR:(CDS,b4204,yjfZ,uncharacterized_protein,cds4122,-,794/CDS,b4205,ytfA,-,cds4123,+,401):+:230:NC_000913.3	6	5	5	1	1	0	8	14	16	2	7	0	27	2	4	1	4	0	33	7	11	4	0	2	3	4	1	0	0	4	11	6	1	2	0	5
AS_IGR:(CDS,b4204,yjfZ,uncharacterized_protein,cds4122,-,794/CDS,b4205,ytfA,-,cds4123,+,401):+:230:NC_000913.3	10	1	5	0	0	2	29	16	4	21	7	6	24	3	2	3	0	2	12	2	12	3	0	0	4	9	8	0	0	3	24	8	1	4	2	0
CDS:b4205:ytfA:-:cds4123:+:401:NC_000913.3	7	3	5	4	14	11	17	22	21	3	13	10	41	4	4	4	16	11	31	12	17	14	6	7	4	4	6	5	5	21	25	3	4	8	4	4
AS_CDS:b4205:ytfA:-:cds4123:+:401:NC_000913.3	80	41	95	142	113	233	110	150	257	199	138	211	152	61	108	210	290	219	150	146	239	203	80	146	44	86	221	145	139	282	88	62	75	203	174	132
CDS:b4206:ytfB:OapA_family_protein:cds4124:-:638:NC_000913.3	408	232	562	680	566	1030	569	1194	1396	908	723	1013	556	315	518	934	1322	1001	583	903	1123	945	414	787	283	460	1144	570	540	1356	447	281	365	920	762	551
AS_CDS:b4206:ytfB:OapA_family_protein:cds4124:-:638:NC_000913.3	37	20	17	27	7	15	26	50	38	33	21	23	56	20	21	11	31	21	34	33	40	25	10	18	30	38	52	4	7	45	46	15	18	29	24	20
IGR:(CDS,b4206,ytfB,OapA_family_protein,cds4124,-,638/CDS,b4207,fklB,FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase,cds4125,+,620):+:176:NC_000913.3	19	17	20	13	10	20	25	63	38	29	31	14	25	13	17	20	21	21	22	27	24	28	7	12	23	21	37	6	16	12	29	19	11	25	17	21
AS_IGR:(CDS,b4206,ytfB,OapA_family_protein,cds4124,-,638/CDS,b4207,fklB,FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase,cds4125,+,620):+:176:NC_000913.3	80	32	83	69	67	108	117	313	220	133	116	130	104	43	74	101	102	67	112	168	151	92	58	98	51	63	222	55	48	158	114	46	85	149	105	63
